RowNumber,czas,L1,L10,L2,L3,L4,L5,L6,L7,L8,L9,nr_powtorzenia,numer_w_powtorzeniu,treningowa
420,"0","True","False","True","False","True","True","True","True","True","False","-1","251","True"
421,"0","True","True","True","True","False","True","False","True","True","True","-1","983","True"
422,"0","False","True","False","False","True","True","False","True","False","False","-1","600","True"
423,"0","False","True","False","False","True","True","False","False","True","True","-1","920","True"
424,"0","False","False","True","True","True","True","False","False","True","True","-1","414","True"
425,"0","False","True","False","True","False","True","True","True","True","True","-1","1012","True"
426,"0","False","False","False","False","True","False","True","True","True","True","-1","488","True"
427,"0","False","False","True","False","True","True","False","True","False","True","-1","346","True"
428,"0","True","True","False","False","False","True","False","False","True","True","-1","913","True"
429,"0","True","True","False","True","True","False","False","True","False","False","-1","589","True"
430,"0","True","True","True","False","True","False","False","True","False","False","-1","587","True"
431,"0","False","False","True","False","True","True","True","True","True","False","-1","250","True"
432,"0","True","False","True","True","True","False","True","True","False","True","-1","367","True"
433,"0","True","False","True","True","False","False","True","False","False","False","-1","39","True"
434,"0","True","True","False","True","True","False","True","False","False","False","-1","557","True"
435,"0","False","False","False","False","False","False","True","True","True","True","-1","480","True"
436,"0","True","True","True","True","False","False","True","False","False","True","-1","807","True"
437,"0","True","True","True","False","True","True","True","False","True","True","-1","955","True"
438,"0","False","False","True","False","True","False","True","False","False","False","-1","42","True"
439,"0","False","True","False","False","False","True","False","True","True","True","-1","976","True"
440,"0","False","True","True","True","False","False","False","False","False","True","-1","774","True"
441,"0","False","False","False","False","True","True","True","True","False","False","-1","120","True"
442,"0","True","False","False","True","False","False","False","True","True","True","-1","453","True"
443,"0","True","True","False","True","False","False","False","False","True","True","-1","901","True"
444,"0","False","False","True","False","True","True","True","True","False","True","-1","378","True"
445,"0","False","False","False","True","True","False","True","False","True","False","-1","172","True"
446,"0","True","False","False","False","True","False","False","False","False","False","-1","9","True"
447,"0","True","True","False","False","False","False","False","True","True","True","-1","961","True"
448,"0","False","True","True","True","True","True","False","True","True","True","-1","990","True"
449,"0","False","False","True","True","True","True","False","False","True","False","-1","158","True"
450,"0","False","False","False","True","True","False","False","False","False","False","-1","12","True"
451,"0","True","True","False","True","True","True","True","False","False","True","-1","829","True"
452,"0","True","False","False","True","True","True","False","False","False","True","-1","285","True"
453,"0","True","True","False","True","True","True","False","False","True","False","-1","669","True"
454,"0","False","False","False","False","True","False","False","True","False","True","-1","328","True"
455,"0","True","False","False","False","False","False","True","False","True","False","-1","161","True"
456,"0","True","True","True","True","False","False","False","True","False","False","-1","583","True"
457,"0","True","True","False","False","False","False","False","False","True","True","-1","897","True"
458,"0","False","False","True","False","True","False","True","True","False","True","-1","362","True"
459,"0","True","True","True","False","True","True","True","True","False","False","-1","635","True"
460,"0","False","True","True","False","True","True","False","False","False","True","-1","794","True"
461,"0","False","False","False","False","False","True","False","False","False","True","-1","272","True"
462,"0","True","False","False","False","False","False","False","False","False","False","-1","1","True"
463,"0","False","False","False","True","False","True","True","True","True","False","-1","244","True"
464,"0","False","False","True","False","True","False","False","True","True","True","-1","458","True"
465,"0","True","False","True","True","False","False","True","True","False","True","-1","359","True"
466,"0","True","False","False","False","True","False","False","True","False","True","-1","329","True"
467,"0","True","False","False","True","False","True","False","False","False","True","-1","277","True"
468,"0","True","False","True","False","True","True","False","True","True","True","-1","475","True"
469,"0","True","True","False","False","False","True","True","True","False","False","-1","625","True"
470,"0","True","False","True","True","False","True","False","True","True","True","-1","471","True"
471,"0","True","False","False","False","True","True","True","False","True","True","-1","441","True"
472,"0","True","False","True","False","False","True","False","False","False","True","-1","275","True"
473,"0","True","True","True","False","True","False","False","False","False","False","-1","523","True"
474,"0","False","True","False","True","True","True","True","False","False","True","-1","828","True"
475,"0","False","False","False","True","True","True","False","False","True","False","-1","156","True"
476,"0","False","False","True","False","True","True","False","True","False","False","-1","90","True"
477,"0","True","False","False","True","True","True","True","False","True","False","-1","189","True"
478,"0","False","False","False","True","False","False","True","True","True","False","-1","228","True"
479,"0","True","True","True","True","False","True","False","False","True","True","-1","919","True"
480,"0","True","True","True","True","False","True","True","False","True","False","-1","695","True"
481,"0","True","True","False","True","False","False","True","False","False","False","-1","549","True"
482,"0","True","True","False","False","True","True","True","True","True","True","-1","1017","True"
483,"0","True","False","True","True","True","True","False","False","False","False","-1","31","True"
484,"0","True","False","False","False","True","True","True","True","False","False","-1","121","True"
485,"0","True","False","True","True","False","False","False","True","True","False","-1","199","True"
486,"0","False","True","False","True","False","False","True","False","True","True","-1","932","True"
487,"0","True","False","False","False","False","True","False","False","False","True","-1","273","True"
488,"0","False","False","True","False","True","False","True","True","True","True","-1","490","True"
489,"0","False","True","False","False","False","True","True","True","False","False","-1","624","True"
490,"0","False","False","True","True","False","False","False","True","False","False","-1","70","True"
491,"0","False","False","False","True","False","False","False","False","False","True","-1","260","True"
492,"0","True","False","True","False","False","False","False","False","True","True","-1","387","True"
493,"0","True","True","True","True","False","True","True","False","False","True","-1","823","True"
494,"0","True","False","False","False","True","False","False","True","False","False","-1","73","True"
495,"0","False","False","True","True","True","True","True","True","True","True","-1","510","True"
496,"0","False","False","True","False","True","False","True","False","False","True","-1","298","True"
497,"0","True","True","True","True","True","False","True","True","False","True","-1","879","True"
498,"0","False","True","False","True","False","False","False","False","False","True","-1","772","True"
499,"0","False","False","True","True","False","False","True","False","True","False","-1","166","True"
500,"0","False","True","True","False","True","False","False","True","False","True","-1","842","True"
501,"0","True","False","True","False","True","False","False","True","True","True","-1","459","True"
502,"0","True","False","True","False","False","False","True","True","True","True","-1","483","True"
503,"0","False","True","False","True","True","True","False","False","False","True","-1","796","True"
504,"0","False","False","True","False","True","True","True","True","True","True","-1","506","True"
505,"0","True","True","False","False","True","True","False","False","True","True","-1","921","True"
506,"0","True","True","True","False","True","True","True","False","False","True","-1","827","True"
507,"0","False","False","True","True","False","True","True","True","True","True","-1","502","True"
508,"0","True","True","True","True","True","True","True","False","False","True","-1","831","True"
509,"0","True","False","True","False","False","True","False","True","True","False","-1","211","True"
510,"0","True","False","False","True","False","True","True","True","False","False","-1","117","True"
511,"0","False","False","True","True","True","True","False","True","False","False","-1","94","True"
512,"0","True","False","True","True","True","False","True","False","True","False","-1","175","True"
513,"0","True","True","False","False","False","False","False","True","False","True","-1","833","True"
514,"0","False","True","False","False","True","False","True","True","False","True","-1","872","True"
515,"0","True","False","False","False","False","True","False","False","True","False","-1","145","True"
516,"0","False","True","True","False","False","True","False","False","True","False","-1","658","True"
517,"0","False","True","True","True","True","True","True","False","True","True","-1","958","True"
518,"0","True","False","False","False","True","False","False","False","True","True","-1","393","True"
519,"0","False","True","False","True","True","True","False","True","False","False","-1","604","True"
520,"0","True","False","False","False","True","True","True","False","False","False","-1","57","True"
521,"0","False","True","True","False","False","False","False","True","True","True","-1","962","True"
522,"0","True","False","False","True","True","False","False","False","False","True","-1","269","True"
523,"0","True","False","True","True","True","False","True","True","True","False","-1","239","True"
524,"0","False","False","True","False","False","True","True","False","False","False","-1","50","True"
525,"0","True","True","False","False","True","False","False","False","False","True","-1","777","True"
526,"0","False","True","True","True","False","True","True","True","True","False","-1","758","True"
527,"0","True","False","False","True","True","False","True","False","True","False","-1","173","True"
528,"0","False","True","True","False","False","False","False","False","False","True","-1","770","True"
529,"0","True","False","True","True","False","True","True","False","False","False","-1","55","True"
530,"0","False","False","True","False","True","False","False","False","True","True","-1","394","True"
531,"0","False","False","True","True","True","True","False","True","True","False","-1","222","True"
532,"0","True","False","False","True","False","True","True","False","False","True","-1","309","True"
533,"0","True","True","True","False","True","True","False","True","False","False","-1","603","True"
534,"0","False","True","False","False","False","True","True","True","True","False","-1","752","True"
535,"0","True","True","False","True","True","False","False","False","True","False","-1","653","True"
536,"0","False","True","False","False","False","True","True","False","True","True","-1","944","True"
537,"0","False","False","True","True","False","False","False","True","False","True","-1","326","True"
538,"0","False","False","False","False","True","False","True","True","False","True","-1","360","True"
539,"0","False","True","True","False","True","True","True","True","True","False","-1","762","True"
540,"0","False","False","False","True","False","True","False","True","False","False","-1","84","True"
541,"0","False","True","False","False","True","False","True","False","True","True","-1","936","True"
542,"0","True","True","True","True","False","True","True","True","False","False","-1","631","True"
543,"0","False","False","False","False","False","True","True","True","False","False","-1","112","True"
544,"0","False","True","False","False","True","False","True","False","False","True","-1","808","True"
545,"0","False","False","True","False","False","False","False","False","True","False","-1","130","True"
546,"0","False","False","True","True","True","True","False","True","True","True","-1","478","True"
547,"0","True","True","True","True","False","False","True","True","False","True","-1","871","True"
548,"0","False","True","False","False","True","True","True","False","True","False","-1","696","True"
549,"0","True","False","True","True","False","True","False","True","True","False","-1","215","True"
550,"0","False","True","True","True","True","False","False","True","False","True","-1","846","True"
551,"0","False","True","False","False","False","False","True","False","True","True","-1","928","True"
552,"0","False","False","True","True","False","False","True","True","False","True","-1","358","True"
553,"0","True","False","False","False","True","True","True","False","True","False","-1","185","True"
554,"0","True","True","False","True","False","False","True","True","False","False","-1","613","True"
555,"0","True","True","True","False","False","True","False","False","True","True","-1","915","True"
556,"0","False","False","False","True","True","True","False","False","False","True","-1","284","True"
557,"0","False","True","True","False","True","False","True","False","False","False","-1","554","True"
558,"0","False","True","False","False","False","True","True","False","False","False","-1","560","True"
559,"0","False","True","False","False","True","True","True","True","False","True","-1","888","True"
560,"0","True","False","False","True","False","False","True","False","True","False","-1","165","True"
561,"0","True","True","False","True","True","True","False","True","True","True","-1","989","True"
562,"0","True","True","True","True","True","True","True","True","False","False","-1","639","True"
563,"0","True","True","True","False","True","False","True","False","True","False","-1","683","True"
564,"0","False","True","False","True","False","False","False","False","True","True","-1","900","True"
565,"0","True","False","False","True","True","True","True","False","False","True","-1","317","True"
566,"0","False","True","False","True","False","False","True","True","True","False","-1","740","True"
567,"0","False","False","True","True","True","True","True","True","False","False","-1","126","True"
568,"0","False","False","False","True","False","True","False","True","False","True","-1","340","True"
569,"0","True","True","False","True","False","True","False","True","True","False","-1","725","True"
570,"0","False","False","False","False","False","False","False","False","True","True","-1","384","True"
571,"0","True","True","True","True","False","False","False","False","False","False","-1","519","True"
572,"0","True","True","False","True","False","False","True","False","True","False","-1","677","True"
573,"0","False","False","False","True","True","False","True","True","True","False","-1","236","True"
574,"0","False","False","True","True","True","False","True","False","False","False","-1","46","True"
575,"0","True","False","False","False","True","True","False","False","True","False","-1","153","True"
576,"0","True","False","False","True","True","False","True","True","True","False","-1","237","True"
577,"0","False","True","True","False","False","False","True","False","True","False","-1","674","True"
578,"0","True","False","True","True","False","False","False","False","False","True","-1","263","True"
579,"0","True","True","False","False","False","True","False","False","False","True","-1","785","True"
580,"0","True","True","True","True","True","False","False","True","False","False","-1","591","True"
581,"0","False","False","False","True","True","False","True","False","False","True","-1","300","True"
582,"0","False","True","False","True","True","True","True","True","False","True","-1","892","True"
583,"0","True","False","False","True","True","True","False","False","True","True","-1","413","True"
584,"0","False","False","False","True","True","False","True","False","True","True","-1","428","True"
585,"0","False","True","True","True","True","True","True","True","False","False","-1","638","True"
586,"0","False","True","True","True","True","True","True","False","False","False","-1","574","True"
587,"0","False","False","True","True","False","False","False","False","False","False","-1","6","True"
588,"0","False","False","True","False","True","True","False","False","False","False","-1","26","True"
589,"0","True","True","True","True","False","True","True","False","False","False","-1","567","True"
590,"0","False","True","False","False","False","False","True","True","False","True","-1","864","True"
591,"0","True","False","False","False","False","False","True","False","True","True","-1","417","True"
592,"0","True","True","False","True","True","False","True","False","True","True","-1","941","True"
593,"0","False","False","False","True","False","True","True","True","False","True","-1","372","True"
594,"0","False","True","True","True","True","False","True","False","False","True","-1","814","True"
595,"0","False","True","True","False","True","False","True","True","True","True","-1","1002","True"
596,"0","True","True","False","True","True","False","False","True","True","False","-1","717","True"
597,"0","True","True","False","False","False","True","False","True","False","True","-1","849","True"
598,"0","False","False","True","True","True","False","False","False","True","False","-1","142","True"
599,"0","True","True","True","True","True","True","False","True","True","True","-1","991","True"
600,"0","True","True","False","True","False","False","False","True","False","False","-1","581","True"
601,"0","False","True","True","False","False","True","True","False","True","True","-1","946","True"
602,"0","True","True","True","True","False","True","True","True","True","False","-1","759","True"
603,"0","False","False","True","True","False","True","False","False","True","False","-1","150","True"
604,"0","True","False","True","True","True","True","True","False","False","False","-1","63","True"
605,"0","True","False","True","True","True","False","False","False","False","True","-1","271","True"
606,"0","True","True","True","True","False","False","True","False","True","False","-1","679","True"
607,"0","True","False","False","False","False","False","False","False","True","True","-1","385","True"
608,"0","True","False","False","False","False","True","False","True","True","False","-1","209","True"
609,"0","True","False","True","False","True","True","True","True","False","False","-1","123","True"
610,"0","True","True","False","False","True","False","True","True","True","True","-1","1001","True"
611,"0","False","True","False","True","False","True","False","False","True","False","-1","660","True"
612,"0","False","True","True","True","True","False","True","True","True","True","-1","1006","True"
613,"0","True","False","False","False","False","False","True","True","False","False","-1","97","True"
614,"0","False","False","True","False","True","True","True","False","True","True","-1","442","True"
615,"0","True","True","False","False","False","True","False","False","True","False","-1","657","True"
616,"0","True","False","True","True","False","True","False","True","False","False","-1","87","True"
617,"0","True","False","True","True","True","True","True","True","False","False","-1","127","True"
618,"0","True","False","False","True","True","False","True","False","False","True","-1","301","True"
619,"0","False","True","False","True","False","True","True","False","True","True","-1","948","True"
620,"0","False","True","True","False","False","False","True","True","False","True","-1","866","True"
621,"0","False","False","True","True","False","True","True","True","True","False","-1","246","True"
622,"0","True","True","True","True","True","True","True","False","True","False","-1","703","True"
623,"0","True","False","True","False","False","True","False","True","False","False","-1","83","True"
624,"0","False","True","True","True","True","True","True","False","True","False","-1","702","True"
625,"0","True","False","True","True","False","False","True","True","True","True","-1","487","True"
626,"0","False","True","False","False","False","False","True","False","False","True","-1","800","True"
627,"0","True","False","False","False","True","False","True","False","True","True","-1","425","True"
628,"0","False","False","False","False","False","False","True","False","False","False","-1","32","True"
629,"0","False","False","False","True","True","False","False","False","False","True","-1","268","True"
630,"0","False","False","False","False","True","False","True","False","False","True","-1","296","True"
631,"0","True","True","True","True","True","True","True","False","False","False","-1","575","True"
632,"0","False","True","False","False","True","True","False","False","False","False","-1","536","True"
633,"0","False","False","False","False","True","False","True","True","False","False","-1","104","True"
634,"0","True","True","True","False","False","True","True","False","False","False","-1","563","True"
635,"0","True","False","True","True","False","False","True","True","False","False","-1","103","True"
636,"0","True","True","True","True","True","True","False","False","False","True","-1","799","True"
637,"0","True","True","True","False","False","False","False","True","False","True","-1","835","True"
638,"0","False","True","True","True","True","True","False","True","True","False","-1","734","True"
639,"0","False","False","False","False","False","True","False","False","True","False","-1","144","True"
640,"0","True","True","False","True","True","True","False","True","True","False","-1","733","True"
641,"0","False","True","False","False","False","False","True","True","True","True","-1","992","True"
642,"0","True","False","False","True","False","False","False","False","False","True","-1","261","True"
643,"0","True","False","False","False","True","True","True","True","False","True","-1","377","True"
644,"0","True","True","True","True","True","False","True","False","False","True","-1","815","True"
645,"0","True","False","True","False","True","False","True","False","True","False","-1","171","True"
646,"0","False","True","True","False","False","False","True","False","True","True","-1","930","True"
647,"0","False","True","False","True","True","True","True","False","False","False","-1","572","True"
648,"0","True","False","False","False","True","False","False","True","True","False","-1","201","True"
649,"0","False","True","False","False","False","True","True","False","True","False","-1","688","True"
650,"0","True","False","True","True","True","False","True","False","True","True","-1","431","True"
651,"0","True","False","False","False","True","False","False","False","True","False","-1","137","True"
652,"0","True","False","True","True","False","True","True","True","True","True","-1","503","True"
653,"0","False","True","True","False","False","False","True","False","False","True","-1","802","True"
654,"0","True","True","True","True","True","False","True","True","False","False","-1","623","True"
655,"0","True","True","False","False","True","True","True","False","False","True","-1","825","True"
656,"0","True","True","True","True","True","False","True","False","True","True","-1","943","True"
657,"0","True","False","False","True","True","True","True","True","True","True","-1","509","True"
658,"0","True","False","True","False","True","True","False","False","True","True","-1","411","True"
659,"0","True","True","False","True","False","False","True","True","True","True","-1","997","True"
660,"0","False","False","False","True","True","True","True","False","True","True","-1","444","True"
661,"0","False","True","False","False","True","True","True","True","False","False","-1","632","True"
662,"0","True","True","False","False","True","True","False","True","True","True","-1","985","True"
663,"0","True","False","True","False","False","True","True","True","True","True","-1","499","True"
664,"0","True","True","False","True","True","False","False","False","False","False","-1","525","True"
665,"0","False","True","True","True","True","False","False","True","True","False","-1","718","True"
666,"0","True","True","True","True","True","True","True","True","False","True","-1","895","True"
667,"0","True","False","True","False","False","False","False","False","True","False","-1","131","True"
668,"0","True","True","False","False","True","False","False","False","True","True","-1","905","True"
669,"0","True","True","True","False","True","True","False","True","False","True","-1","859","True"
670,"0","False","True","True","True","False","False","True","True","True","False","-1","742","True"
671,"0","True","True","False","True","True","True","False","False","False","False","-1","541","True"
672,"0","False","False","False","False","True","True","False","False","False","True","-1","280","True"
673,"0","True","True","False","False","False","False","True","False","True","False","-1","673","True"
674,"0","False","True","False","True","True","False","True","False","True","False","-1","684","True"
675,"0","False","False","False","False","False","True","False","True","True","False","-1","208","True"
676,"0","True","False","False","False","False","True","True","False","True","False","-1","177","True"
677,"0","True","True","False","True","True","True","False","False","True","True","-1","925","True"
678,"0","True","True","True","True","False","True","False","False","False","True","-1","791","True"
679,"0","False","False","True","True","True","False","False","False","True","True","-1","398","True"
680,"0","False","True","True","False","False","False","True","False","False","False","-1","546","True"
681,"0","True","False","True","False","True","True","False","False","False","False","-1","27","True"
682,"0","False","False","False","True","False","True","True","False","True","True","-1","436","True"
683,"0","False","True","True","True","True","True","False","True","False","True","-1","862","True"
684,"0","False","True","True","True","True","False","False","False","True","True","-1","910","True"
685,"0","True","False","False","True","False","True","True","False","True","False","-1","181","True"
686,"0","True","False","False","False","False","False","True","True","False","True","-1","353","True"
687,"0","False","True","True","False","False","False","False","False","True","False","-1","642","True"
688,"0","False","False","False","False","True","True","True","True","True","False","-1","248","True"
689,"0","False","True","True","False","True","True","True","False","True","True","-1","954","True"
690,"0","False","False","False","False","True","False","False","False","True","False","-1","136","True"
691,"0","True","False","True","True","False","True","True","False","False","True","-1","311","True"
692,"0","True","False","False","False","False","False","False","False","True","False","-1","129","True"
693,"0","True","True","True","True","True","False","False","False","True","True","-1","911","True"
694,"0","True","False","True","False","False","True","False","True","False","True","-1","339","True"
695,"0","True","True","True","False","True","False","True","True","True","False","-1","747","True"
696,"0","True","True","False","True","True","True","False","False","False","True","-1","797","True"
697,"0","True","False","True","False","False","True","False","True","True","True","-1","467","True"
698,"0","True","False","False","True","True","False","True","False","True","True","-1","429","True"
699,"0","True","False","True","True","False","False","False","False","False","False","-1","7","True"
700,"0","False","True","False","True","False","True","False","True","False","False","-1","596","True"
701,"0","False","False","True","True","True","False","False","True","True","False","-1","206","True"
702,"0","False","True","False","False","True","False","False","False","True","False","-1","648","True"
703,"0","False","True","False","True","True","True","False","False","True","False","-1","668","True"
704,"0","False","True","False","True","True","False","True","True","True","True","-1","1004","True"
705,"0","True","True","False","False","True","True","False","True","False","True","-1","857","True"
706,"0","False","False","False","False","False","True","False","True","False","True","-1","336","True"
707,"0","False","True","True","False","True","False","True","False","True","True","-1","938","True"
708,"0","False","False","False","True","False","True","False","False","False","False","-1","20","True"
709,"0","True","False","False","False","False","False","True","True","True","False","-1","225","True"
710,"0","False","True","False","False","True","True","True","False","False","False","-1","568","True"
711,"0","False","False","False","True","False","False","True","True","True","True","-1","484","True"
712,"0","False","False","True","False","False","False","True","False","True","False","-1","162","True"
713,"0","True","True","True","False","False","False","False","True","False","False","-1","579","True"
714,"0","True","True","True","True","True","False","False","True","True","True","-1","975","True"
715,"0","True","False","True","True","False","True","True","True","False","False","-1","119","True"
716,"0","True","False","False","True","True","False","True","True","False","False","-1","109","True"
717,"0","False","False","True","True","True","True","True","False","True","True","-1","446","True"
718,"0","False","True","False","False","True","True","True","False","True","True","-1","952","True"
719,"0","True","True","True","False","True","False","True","False","True","True","-1","939","True"
720,"0","True","False","True","True","False","True","True","False","True","True","-1","439","True"
721,"0","False","True","False","True","False","False","True","False","True","False","-1","676","True"
722,"0","False","True","True","False","False","True","False","False","True","True","-1","914","True"
723,"0","True","True","False","True","True","True","True","False","True","False","-1","701","True"
724,"0","True","True","False","False","True","False","False","True","True","False","-1","713","True"
725,"0","True","True","False","True","False","False","False","False","False","False","-1","517","True"
726,"0","True","False","False","True","True","True","False","True","True","True","-1","477","True"
727,"0","True","True","True","False","False","False","True","True","True","False","-1","739","True"
728,"0","True","False","True","False","False","True","False","False","True","True","-1","403","True"
729,"0","False","True","False","True","True","False","False","True","True","False","-1","716","True"
730,"0","True","False","False","False","True","False","False","True","True","True","-1","457","True"
731,"0","True","False","True","True","True","False","True","False","False","False","-1","47","True"
732,"0","False","True","True","True","False","False","False","False","False","False","-1","518","True"
733,"0","False","False","True","True","False","False","True","True","False","False","-1","102","True"
734,"0","True","False","True","True","False","False","True","False","False","True","-1","295","True"
735,"0","False","True","False","True","False","True","True","True","True","False","-1","756","True"
736,"0","True","False","True","True","False","True","False","False","True","False","-1","151","True"
737,"0","False","True","False","False","False","False","False","False","True","True","-1","896","True"
738,"0","True","False","True","True","True","True","False","True","True","True","-1","479","True"
739,"0","False","False","True","False","False","False","False","True","True","True","-1","450","True"
740,"0","False","False","True","False","False","True","True","True","True","True","-1","498","True"
741,"0","True","False","True","True","True","True","False","True","False","False","-1","95","True"
742,"0","False","True","True","False","False","True","True","False","False","True","-1","818","True"
743,"0","False","True","True","False","True","True","True","True","False","False","-1","634","True"
744,"0","True","True","True","False","False","False","True","False","True","False","-1","675","True"
745,"0","False","False","True","False","True","False","False","False","True","False","-1","138","True"
746,"0","False","True","False","False","False","True","True","True","True","True","-1","1008","True"
747,"0","False","True","True","True","False","False","True","True","True","True","-1","998","True"
748,"0","False","False","True","True","True","False","True","False","True","False","-1","174","True"
749,"0","False","False","True","False","False","False","True","False","False","False","-1","34","True"
750,"0","False","True","False","False","True","False","False","False","True","True","-1","904","True"
751,"0","True","False","True","True","True","False","False","True","True","False","-1","207","True"
752,"0","True","True","False","False","True","False","True","False","False","False","-1","553","True"
753,"0","True","False","False","True","False","True","True","True","True","False","-1","245","True"
754,"0","False","False","True","False","False","True","True","True","False","False","-1","114","True"
755,"0","False","False","True","False","False","False","False","True","True","False","-1","194","True"
756,"0","False","False","False","True","True","True","False","True","False","True","-1","348","True"
757,"0","False","True","False","True","False","True","False","True","True","True","-1","980","True"
758,"0","True","True","False","True","False","True","True","False","False","False","-1","565","True"
759,"0","False","False","True","False","True","True","True","True","False","False","-1","122","True"
760,"0","True","True","False","True","True","False","False","False","True","True","-1","909","True"
761,"0","False","False","False","True","False","True","True","True","False","False","-1","116","True"
762,"0","True","False","True","True","True","True","True","False","False","True","-1","319","True"
763,"0","False","True","True","False","False","True","True","False","True","False","-1","690","True"
764,"0","False","False","False","True","False","False","False","False","True","False","-1","132","True"
765,"0","False","True","False","False","False","False","True","False","False","False","-1","544","True"
766,"0","False","True","False","False","True","True","False","False","True","False","-1","664","True"
767,"0","True","True","True","False","True","True","True","True","True","True","-1","1019","True"
768,"0","True","False","True","False","True","True","True","True","True","True","-1","507","True"
769,"0","False","True","False","False","False","True","False","False","False","True","-1","784","True"
770,"0","True","False","True","False","False","False","True","False","True","False","-1","163","True"
771,"0","True","True","True","True","False","True","True","True","True","True","-1","1015","True"
772,"0","False","True","True","True","False","True","True","False","True","False","-1","694","True"
773,"0","True","True","True","False","True","True","False","True","True","True","-1","987","True"
774,"0","True","True","False","False","True","True","True","False","False","False","-1","569","True"
775,"0","False","True","True","True","True","False","False","True","False","False","-1","590","True"
776,"0","False","False","True","False","True","True","False","False","True","False","-1","154","True"
777,"0","False","True","True","True","True","True","True","True","True","True","-1","1022","True"
778,"0","False","False","True","False","False","True","False","True","False","False","-1","82","True"
779,"0","True","True","True","False","True","True","True","False","False","False","-1","571","True"
780,"0","False","True","True","False","True","False","True","False","True","False","-1","682","True"
781,"0","True","False","False","True","True","True","False","True","False","False","-1","93","True"
782,"0","False","False","True","True","False","False","True","False","False","False","-1","38","True"
783,"0","True","True","False","False","True","True","True","True","True","False","-1","761","True"
784,"0","True","True","True","False","True","True","True","False","True","False","-1","699","True"
785,"0","False","True","False","True","False","True","True","True","False","False","-1","628","True"
786,"0","False","True","True","False","False","False","True","True","False","False","-1","610","True"
787,"0","True","False","True","True","False","False","False","True","True","True","-1","455","True"
788,"0","False","False","True","True","False","False","True","False","True","True","-1","422","True"
789,"0","False","False","False","True","False","True","True","False","False","False","-1","52","True"
790,"0","True","True","True","True","False","True","False","True","False","False","-1","599","True"
791,"0","True","False","True","False","True","False","False","True","False","True","-1","331","True"
792,"0","True","False","False","True","False","False","True","True","False","False","-1","101","True"
793,"0","False","False","True","True","False","True","True","False","True","True","-1","438","True"
794,"0","True","True","True","True","False","False","True","True","False","False","-1","615","True"
795,"0","True","False","True","True","False","False","False","True","False","True","-1","327","True"
796,"0","False","True","False","True","False","False","False","True","True","False","-1","708","True"
797,"0","True","False","False","True","True","True","True","False","False","False","-1","61","True"
798,"0","False","True","True","True","False","False","False","False","True","False","-1","646","True"
799,"0","True","False","False","True","True","False","False","False","False","False","-1","13","True"
800,"0","True","True","True","False","True","False","True","True","False","True","-1","875","True"
801,"0","True","True","True","True","True","True","False","False","True","True","-1","927","True"
802,"0","True","True","False","True","False","False","False","False","False","True","-1","773","True"
803,"0","False","False","True","False","False","False","True","True","True","False","-1","226","True"
804,"0","False","False","False","False","False","True","False","False","False","False","-1","16","True"
805,"0","True","False","True","False","True","True","True","False","False","False","-1","59","True"
806,"0","False","False","False","False","False","False","False","True","False","False","-1","64","True"
807,"0","True","True","True","False","True","True","True","True","False","True","-1","891","True"
808,"0","True","True","True","False","True","True","False","True","True","False","-1","731","True"
809,"0","True","True","False","False","True","True","True","False","True","True","-1","953","True"
810,"0","False","False","True","True","False","False","False","False","False","True","-1","262","True"
811,"0","False","False","False","True","False","True","True","False","True","False","-1","180","True"
812,"0","False","False","False","False","False","False","False","True","True","True","-1","448","True"
813,"0","False","True","True","True","False","False","False","True","True","False","-1","710","True"
814,"0","False","True","False","True","False","False","False","True","False","False","-1","580","True"
815,"0","True","False","False","False","False","False","False","True","True","False","-1","193","True"
816,"0","True","True","False","True","False","False","False","True","True","True","-1","965","True"
817,"0","False","True","False","True","True","False","True","False","True","True","-1","940","True"
818,"0","True","True","True","False","False","False","False","True","True","True","-1","963","True"
819,"0","False","True","True","True","False","False","True","False","False","True","-1","806","True"
820,"0","True","True","False","True","False","True","False","True","False","False","-1","597","True"
821,"0","True","True","False","False","True","False","False","False","True","False","-1","649","True"
822,"0","True","False","True","False","True","False","True","True","False","True","-1","363","True"
823,"0","False","True","False","True","False","False","False","False","False","False","-1","516","True"
824,"0","False","True","False","False","False","True","False","True","True","False","-1","720","True"
825,"0","False","False","False","False","False","False","False","True","True","False","-1","192","True"
826,"0","True","False","True","True","True","False","False","True","False","True","-1","335","True"
827,"0","False","True","True","False","True","False","True","False","False","True","-1","810","True"
828,"0","False","True","False","True","False","True","True","False","False","False","-1","564","True"
829,"0","True","True","False","True","False","True","False","False","False","False","-1","533","True"
830,"0","True","False","True","True","False","True","True","True","False","True","-1","375","True"
831,"0","False","False","True","False","False","True","True","False","True","True","-1","434","True"
832,"0","True","False","False","True","False","True","False","False","True","False","-1","149","True"
833,"0","False","True","False","True","False","False","True","False","False","False","-1","548","True"
834,"0","False","False","False","True","True","True","True","True","True","True","-1","508","True"
835,"0","False","True","True","False","True","False","False","False","True","True","-1","906","True"
836,"0","True","False","True","False","True","False","True","False","False","True","-1","299","True"
837,"0","True","True","False","False","False","False","False","False","False","False","-1","513","True"
838,"0","False","False","False","False","False","True","True","True","True","False","-1","240","True"
839,"0","False","True","False","False","False","False","True","True","True","False","-1","736","True"
840,"0","False","True","True","True","False","True","False","False","True","False","-1","662","True"
